Unnamed: 0,arch_id,conf
2211,2211,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|', 'num_classes': 120}"
2212,2212,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2213,2213,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
2214,2214,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
2215,2215,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
2216,2216,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
2217,2217,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
2218,2218,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
2219,2219,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|', 'num_classes': 120}"
2220,2220,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
2221,2221,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
2222,2222,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|none~1|none~2|', 'num_classes': 120}"
2223,2223,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
2224,2224,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2225,2225,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|', 'num_classes': 120}"
2226,2226,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|none~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2227,2227,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2228,2228,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
2229,2229,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|', 'num_classes': 120}"
2230,2230,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|', 'num_classes': 120}"
2231,2231,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
2232,2232,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|skip_connect~0|skip_connect~1|+|none~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
2233,2233,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|skip_connect~2|', 'num_classes': 120}"
2234,2234,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|none~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
2235,2235,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2236,2236,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
2237,2237,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
2238,2238,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2239,2239,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
2240,2240,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|none~2|', 'num_classes': 120}"
2241,2241,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
2242,2242,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2243,2243,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|skip_connect~0|none~1|skip_connect~2|', 'num_classes': 120}"
2244,2244,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
2245,2245,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|', 'num_classes': 120}"
2246,2246,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2247,2247,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|', 'num_classes': 120}"
2248,2248,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
2249,2249,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
2250,2250,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|none~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
2251,2251,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
2252,2252,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|none~2|', 'num_classes': 120}"
2253,2253,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
2254,2254,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|', 'num_classes': 120}"
2255,2255,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
2256,2256,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|skip_connect~2|', 'num_classes': 120}"
2257,2257,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
2258,2258,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
2259,2259,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
2260,2260,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
2261,2261,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2262,2262,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|', 'num_classes': 120}"
2263,2263,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2264,2264,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|nor_conv_3x3~1|none~2|', 'num_classes': 120}"
2265,2265,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|none~1|skip_connect~2|', 'num_classes': 120}"
2266,2266,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
2267,2267,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
2268,2268,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
2269,2269,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
2270,2270,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
2271,2271,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
2272,2272,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
2273,2273,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
2274,2274,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|skip_connect~1|+|none~0|nor_conv_3x3~1|skip_connect~2|', 'num_classes': 120}"
2275,2275,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
2276,2276,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
2277,2277,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|none~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
2278,2278,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
2279,2279,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|none~1|+|skip_connect~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
2280,2280,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|', 'num_classes': 120}"
2281,2281,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2282,2282,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|skip_connect~1|skip_connect~2|', 'num_classes': 120}"
2283,2283,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|none~2|', 'num_classes': 120}"
2284,2284,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
2285,2285,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
2286,2286,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|skip_connect~1|none~2|', 'num_classes': 120}"
2287,2287,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
2288,2288,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2289,2289,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
2290,2290,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
2291,2291,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
2292,2292,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|', 'num_classes': 120}"
2293,2293,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|none~1|skip_connect~2|', 'num_classes': 120}"
2294,2294,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|nor_conv_3x3~1|skip_connect~2|', 'num_classes': 120}"
2295,2295,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_3x3~1|skip_connect~2|', 'num_classes': 120}"
2296,2296,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
2297,2297,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
2298,2298,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
2299,2299,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|none~1|+|skip_connect~0|skip_connect~1|skip_connect~2|', 'num_classes': 120}"
2300,2300,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|', 'num_classes': 120}"
2301,2301,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|', 'num_classes': 120}"
2302,2302,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|none~2|', 'num_classes': 120}"
2303,2303,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
2304,2304,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|none~1|none~2|', 'num_classes': 120}"
2305,2305,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
2306,2306,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|', 'num_classes': 120}"
2307,2307,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
2308,2308,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|', 'num_classes': 120}"
2309,2309,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|skip_connect~0|skip_connect~1|skip_connect~2|', 'num_classes': 120}"
2310,2310,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|', 'num_classes': 120}"
2311,2311,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|skip_connect~0|none~1|skip_connect~2|', 'num_classes': 120}"
2312,2312,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
2313,2313,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|none~2|', 'num_classes': 120}"
2314,2314,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|', 'num_classes': 120}"
2315,2315,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|', 'num_classes': 120}"
2316,2316,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|skip_connect~1|+|none~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
2317,2317,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|skip_connect~2|', 'num_classes': 120}"
2318,2318,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
2319,2319,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
2320,2320,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
2321,2321,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
2322,2322,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
2323,2323,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
2324,2324,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|none~0|none~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
2325,2325,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|', 'num_classes': 120}"
2326,2326,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
2327,2327,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|', 'num_classes': 120}"
2328,2328,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|skip_connect~0|skip_connect~1|+|none~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
2329,2329,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
